handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_c86f6d5a-d770-4451-bbec-2ba720f7c941,PRODUCT,Эпоха Рая на Земле,true,"<p>Наконец-то свершилось. Прозревшее сердце, погруженное в череду бесконечных рождений и смертей, отчаявшееся найти свой отчий дом, утопающее в слезах в веках тьмы и насилия, припало к целебным истокам и древним корням Святой Руси. Книга В.А. Шемшука раскрыла в памяти опыт прошлых моих рождений в мире Прави и Слави: потрясающий мир с невероятными знаниями, превзошедшими самые дерзкие помыслы и фантазии, с загадочной и доселе скрытой культурой. Все катаклизмы, революции, войны, лжепросвещения, разрушения,взлеты и падения цивилизаций были направлены на то, чтобы мы никогда не постигли красоту русско-славянской, ведической культуры, бывшей колыбелью для евразийских народов. Скоро Господь во всех нас возродит память о прошлом, и мы все убедимся в истинностизнаний, поведанных в этой книге.&nbsp;</p>",рекомендованные-для-учащихся-шж;в-поисках-сокровенного,,,,,,1000,,,,,,0,IN_STOCK,false,,,5-93897-007-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c86f6d5a-d770-4451-bbec-2ba720f7c941,MEDIA,,,,,,53e401_ec3f7b8b275d4380aa8b4f703f606266~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_710a32cb-946e-450b-ad3e-18e2aefedd99,PRODUCT,Этическое Государство,true,"<p>Человек не может жить без веры, без четких социальных ориентиров. Этические принципы, вытекающие из народной философии и национальной морали, помогут&nbsp; восстановить веру российского человека, с которой тысячелетиями жило Человечество. Государством должны управлять духовные и высоконравственные люди. Без претворения в жизнь этических норм невозможна эволюция человека и общества.На основе исторического материала и современных представлений автор показал направление эволюции, привел примеры живых социальных конструкций и сделал прогноз будущего развития России.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,978-5-88917-003-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_710a32cb-946e-450b-ad3e-18e2aefedd99,MEDIA,,,,,,53e401_e506f5fa8d634dc295087912dcb7ba7f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3031e925-1b19-45da-b8e1-4b10d04f7527,PRODUCT,Чаровное Сыроедение,true,"<p>Автор использует жреческие знания, и на примере сыроедения, исследует культуру Русского волшебного питания. Оказывается, чаровность заложена в строении самих растений, что и задаёт соотношение растений между собой в пище человека.</p><p>Рекомендовано слушателям Школы Жрецов.</p>",другие-авторы;русская-волшебная-культура,,,,,,1000,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3031e925-1b19-45da-b8e1-4b10d04f7527,MEDIA,,,,,,53e401_01196f139e7b402ba812c1ce36a1f3d8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_403ac0d7-de76-4a55-bfc6-2c942ff5f994,PRODUCT,Детям в радость,false,<p>Детские стихи с рисунками. Посвященные&nbsp;двадцати пяти&nbsp;древлеправославным богам.</p>,другие-авторы,,,,,,100,,,,,,0,OUT_OF_STOCK,false,,,978-5-90244-013-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_403ac0d7-de76-4a55-bfc6-2c942ff5f994,MEDIA,,,,,,53e401_2a515a7bd8994e59a49a8796d696e250~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dcbfdaaf-b657-4915-abed-2d6c6de36485,PRODUCT,Клич за Русь ведическую,false,"<p>Сегодня на территории практически всех государств мира развернулась явная или скрытая борьба приверженцев национальных устоев и ниспровергателей всего национального в пользу общечеловеческих ценностей. В этой книге показаны различные перипетии больших и малых битв за отстаивание национальной самобытности народов, проживающих в пределах территории Руси Ведической.</p>",другие-авторы,,,,,,100,,,,,,0,IN_STOCK,false,,,978-5-91898-029-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dcbfdaaf-b657-4915-abed-2d6c6de36485,MEDIA,,,,,,53e401_a94f3477216146d2a6fa08ae5f87b6a3~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2b4dba2a-8ea6-4637-a3ee-fbd336f75dd5,PRODUCT,Манифестация античеловечности,false,"<p>Данная книга составлена из эссе, написанных автором на исходе XX века. На это время приходится пик мировозренческого кризиса материалистической цивилизации запада. В представленной работе намечены пути выхода из цивилизованного тупика, в котором оказалось человечество Земли.</p>",другие-авторы,,,,,,90,,,,,,0,IN_STOCK,false,,,978-5-91898-032-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2b4dba2a-8ea6-4637-a3ee-fbd336f75dd5,MEDIA,,,,,,53e401_e3f8650f609f4b1792e9f441a6a3cb15~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e5b43be9-313e-4537-ac6e-6945420cf134,PRODUCT,Сила духов народов России,false,"<p>В представленной книге автор рассматривает вопросы духовного возрождения народов России и, прежде всего, государствообразующего русского народа. Практически весь XX век национальное самосознание русского народа подвергалось жесточайшему угнетению наднациональными силами мирового порядка. Именно поэтому в книге так много внимания уделено рассмотрению вопросов преодоления этой разрушительной тенденции.</p>",наследие-древних-русов;другие-авторы,,,,,,90,,,,,,0,IN_STOCK,false,,,978-5-91898-031-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e5b43be9-313e-4537-ac6e-6945420cf134,MEDIA,,,,,,53e401_4eba0492d86546829a1ed390ca74e74a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e01b4db7-e32d-4495-92c3-9d474c664001,PRODUCT,Славянский фрактал,false,"<p>В представленной работе автор стремится обозначить масштабы разрушения традиционного образа жизни славян. Выделены сильные мирового славянства, что позволяет придать новый импульс тенденции укрепления национального духа славянских народов. Подробное методов уничтожения славянской цивилизации легионерами мировой закулисы призвано&nbsp; активизировать славянских мыслителей на проявление обережной философии в реальной жизни восточных, западных и южных славян.</p>",другие-авторы;наследие-древних-русов,,,,,,90,,,,,,0,IN_STOCK,false,,,978-5-91898-030-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e01b4db7-e32d-4495-92c3-9d474c664001,MEDIA,,,,,,53e401_4d63d20ca84b4fd7b99cf35c606f5511~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7e793428-5778-4b88-acdc-ef0fc5810e7e,PRODUCT,Торжество биоразума,false,"<p>В представленной книге автор рассматривает методологию трансформации сознания и биологической основы человека под влиянием неестейственности городской среды обитания, а также актуальные вопросы явления Исхода людей из городов.Автор будет благодарен читателям, которые поделятся своим практическим опытом участия в Исходе. Материалы направлять по электронной почте&nbsp;staretz@mail.ru&nbsp;или&nbsp;camchadal@yahoo.com, Web-site: http:// staretz.narod.ru</p>",другие-авторы,,,,,,100,,,,,,0,IN_STOCK,false,,,978-5-91898-021-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7e793428-5778-4b88-acdc-ef0fc5810e7e,MEDIA,,,,,,53e401_0b297b2cde9940d6b88513ed4b30ee91~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3398b291-adc6-485d-8545-8de087b5933b,PRODUCT,Задачник для Школы Жрецов,true,"<p>Книга посвящена вопросам, которые надо проработать и домашним заданиям Школы Жрецов</p>",русская-волшебная-культура,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3398b291-adc6-485d-8545-8de087b5933b,MEDIA,,,,,,26f3fa_8cb7814187a347caaa1cd6f8e3a4d9ad~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a7c3ae8d-bbec-4ff4-853b-eb57ea506087,PRODUCT,Плоская Земля и Теория относительности или Почему с нами не контачат инопланетян,true,"<p>Книга ""Плоская Земля и Теория относительности"" или ""Почему с нами не контачат инопланетяне"" входит в серию ""поисках сокровенного"" и отвечает на вопрос, мучащих многих Землян: ""почему с нами не хотят вступать в контакт иные цивилизации"".</p><p>Книга посвящена решению вопроса: как Человечеству обрести статус разумности.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a7c3ae8d-bbec-4ff4-853b-eb57ea506087,MEDIA,,,,,,26f3fa_b4026890f9d640a48f111d3d4986f221~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_70bd3771-08f3-4900-93f1-4c38338ae213,PRODUCT,Яга Любви (для Жрецов. новая обл.),true,"<p>Твёрдый переплёт.Используя мифологию и фольклорные данные и старые традиции сохранившейся в русской глубинке, автор предпринял попытку восстановить прежнюю форму физиологии половых отношений.Книга рассчитана на физиологов, сексологов, психотерапевтов, психологов и психоаналитиков.</p>",вперёд-к-истокам,,,,,,1500,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_70bd3771-08f3-4900-93f1-4c38338ae213,MEDIA,,,,,,be0332_2a963cf793494bd8805891167700dc4c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f666f834-4598-4a41-b280-e71ec1e5fbb5,PRODUCT,Старинные способы оживления умершего человека,true,"<p>Автор собрал и изложил старинные способы оживления умерших людей,&nbsp;позволявшие человеку&nbsp;полностью восстановится после смерти.Книга рассчитана на реаниматологов и на всех интересующихся этой проблемой.</p>",русская-волшебная-культура,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f666f834-4598-4a41-b280-e71ec1e5fbb5,MEDIA,,,,,,26f3fa_9f4c849493524a3c881a8fe9ab12e72f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_589db79e-7f8d-4a0a-b4e4-1253ce581a55,PRODUCT,История русского жречества,true,"<p>В этой работе вкратце изложена история русского жречества, носителей чудесных знаний русской волшебной культуры.Книга относится к серии ""Русская волшебная культура"" и рассчитана на ограниченный круг читателей.</p>",русская-волшебная-культура,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_589db79e-7f8d-4a0a-b4e4-1253ce581a55,MEDIA,,,,,,26f3fa_755c918c0b034ae49b7593f00fd40220~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_343636e6-02b3-4485-8196-f913cb1e4feb,PRODUCT,Апокалипсис в XVI веке. Армагедон. Всемирный потоп. Истребление душ в XX,true,"<p>В этой работе вкратце изложена история катастроф, происшедших за последнее время на Земле. Описаны причины их вызвавшие и события на Земле с ними связанные. Книга относится к серии: ""В поисках сокровенного"" и рассчитана на широкий круг думающих читателей.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_343636e6-02b3-4485-8196-f913cb1e4feb,MEDIA,,,,,,c6fba9_f5c95747c5ec4aae803fb7ea53c81527~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_457a5a1b-d3b2-4323-8a44-88144a8f9e8b,PRODUCT,Божественность в русском языке,true,"<p>В этой работе изложена основа, в чем заключается божественность русского языка и как она проявляется. Книга относится к серии "" В поисках сокровенного"" и рассчитана на широкий круг думающих читателей.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_457a5a1b-d3b2-4323-8a44-88144a8f9e8b,MEDIA,,,,,,c6fba9_79c49233dc8343459ab4a04f5341ca25~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_64e0998c-1be0-42eb-bc32-9636cd8eac75,PRODUCT,Битва за Землю,true,"<p>На протяжении последних 70 лет правительства ведущих стран мира вынуждены были заниматься сокрытием факта инопланетного присутствия на Земле, а самое главное- своих связей с инопланетными цивилизациями, безраздельно контролирующей Человечество уже не одну сотню лет.</p>",рекомендованные-для-учащихся-шж,,,,,,300,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_64e0998c-1be0-42eb-bc32-9636cd8eac75,MEDIA,,,,,,c6fba9_ed209e7a73234a24b143083a4ccf9cb4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0eb1d53c-1e35-4862-845d-1ef55037174b,PRODUCT,Педагогическая рапсодия,true,"<p>В этой работе вкратце изложены традиции и принципы образования, обучения, формирования, просвещения, умения и программы в русской древлеправославной школе. Книга относится к серии: ""В поисках сокровенного"" и рассчитана на ограниченный круг читателей.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0eb1d53c-1e35-4862-845d-1ef55037174b,MEDIA,,,,,,c6fba9_4668dcc742714b7894a2ab2e10b2fdb8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7b1547d3-de3a-4fac-a751-b6051bc02cd8,PRODUCT,Древлеправославный календарь,false,"<p>Эта книга посвящена вопросам влияния на человека&nbsp;чисел&nbsp;и временных промежутков, которые определяют его судьбу, удачу, процветание или&nbsp;наоборот.&nbsp;При незнании функций чисел и промежутков, можно так и остаться в поле несчастий, невезения и всевозможных напастей. Всё это было отражено в древлеправославном календаре, в его строении и в праздничных датах, построенного нашими предками на фундаментальной базе функций натурального ряда чисел. В процессе исследования этого календаря вскрываются очень серьёзные пробелы в наших знаниях о русской культуре и истории, которые мы и попытались здесь восполнить.</p>",,,,,,,1000,,,,,,0,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7b1547d3-de3a-4fac-a751-b6051bc02cd8,MEDIA,,,,,,c6fba9_8a0f0c0575f84954a5e46d68019294ed~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_65ed410e-6102-4f7f-83d0-3b972051970a,PRODUCT,Зачала Ведической Арифметики,true,,другие-авторы,,,,,,1000,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_65ed410e-6102-4f7f-83d0-3b972051970a,MEDIA,,,,,,c6fba9_3d59df9273f643288fb9426f96485140~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_65ed410e-6102-4f7f-83d0-3b972051970a,MEDIA,,,,,,c6fba9_842798234a114f74ae49b60989dbabaa~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ba4c17-f5f7-4e53-890d-626d7f6800fc,PRODUCT,Тайна строительства склепов для оживления умерших людей,true,"<p>В этой работе изложены основы, хранения умерших людей для последующего их оживления.</p><p>Книга относится к серии: ""В поисках сокровенного"" и рассчитана на широкий круг думающих читателей</p>",в-поисках-сокровенного;новинки,,,,,,800,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ba4c17-f5f7-4e53-890d-626d7f6800fc,MEDIA,,,,,,c6fba9_25e92e7bdedf45c58e263bc0ea146b3f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_79f77f1c-154b-4a51-94fc-9637c0e37e22,PRODUCT,Краткая история религий,true,"<p>Самый запутанный и самый табуированный вопрос - это вопрос истории религий и их священных книг. Поскольку все ныне существующие религии имеют один корень происхождения, мы&nbsp; постарались рассмотреть историяю не одной религии, не одной священной книги, а историю всех религий и их священных книг. В качестве примера взята священная книга католиков, христиан, мормонов и протестонтов - Библия</p>",новинки,,,,,,1000,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_79f77f1c-154b-4a51-94fc-9637c0e37e22,MEDIA,,,,,,c6fba9_1dbdf6aad5c14cfcb1d5f01f73c754e3~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0735a55d-db20-46d8-b83b-65b07fede3f0,PRODUCT,Наука изучать прекрасное (В.И. Говоров),true,"<p>Цветная, формат А4.</p><p>&nbsp;</p><p>Для кого и для чего написана эта книга? Для узкого круга специалистов или для широкого круга читателей? Первым она пригодится для написания дисертаций, вторым - покажет образцы совершенного искусства и приобщит&nbsp;их к настоящей культуре.</p><p>И самое главное, что откроется вашему уму - волшебные свойства Русского Языка, языка Мироздания, науки, культуры и искусства, позволяющие постичь любые тайны окражущего нас Бытия</p>",новинки;другие-авторы,,,,Новинка,,1500,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0735a55d-db20-46d8-b83b-65b07fede3f0,MEDIA,,,,,,c6fba9_1e8b691712e64092ae883cdb290c8d3d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a141244e-5799-44b0-906e-c544312fc15d,PRODUCT,Освобождение от рабства. Малоедение и малопитие - это вечная молодость и...,true,"<p>Эта книга предназначена для всех, кто хочет избавиться от современных иллюзий и вырваться из рабства захватчиков нашей планеты, в котором оказалось всё Человечество. Рабство, кое неуклонно ведёт Человека к инволюции, дегенерации, к старению и к смерти. И оно довело нас уже до того, что к нам на планету хотят вселить другую цивилизацию, а всё опущенное Человечество навсегда отправить к праотцам – для чего эту отправку переименовали сегодня в «переход в пятое измерение». Книга будет полезна для бизнесменов, банкиров, директоров фирм и заводов, крупных и не очень крупных чиновников, политиков, знаменитостей, фермеров и для всех тех, кто может принимать решение.</p>",в-поисках-сокровенного,,,,Новинка,,900,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a141244e-5799-44b0-906e-c544312fc15d,MEDIA,,,,,,c6fba9_b75ac8a6c72f47da9c33190caea288fa~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d5e83db3-0ffd-445f-a5d9-b48cab2ef144,PRODUCT,Искусство повитух. Практика рождения гениев,true,"<p>Книга рассчитана на профессиональных повитух, на девушек и женщин решивших стать мамами, вреде абортов, а также на всех думающих людей которые могут отличить истину от иллюзий, в таком важном вопросе как рождение гениального или даже Божественного ребёнка. Эта книга является основой жизни свободных людей, поэтому, возможно в ближайшее время, закулиса будет пытаться всячески её запретить</p>",в-поисках-сокровенного,,,,Новинка,,900,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d5e83db3-0ffd-445f-a5d9-b48cab2ef144,MEDIA,,,,,,be0332_698bfc9c80404369bca73a680b1fb3a4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e23bf4e7-ab67-41b1-b719-362bbcbbab3e,PRODUCT,Последствия апокалипсиса. Происхождение наций и народов,true,"<p>В этой работе вкратце изложены причины появления на земле множества наций и народов и сделана попытка сосчитать количество погибших планет, их спутников в Солнечной системе в результате происшедшего апокалипсиса. Книга не подлежит широкому распространению и рассчитана на просветлённых думающих людей</p>",в-поисках-сокровенного,,,,Новинка,,1000,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e23bf4e7-ab67-41b1-b719-362bbcbbab3e,MEDIA,,,,,,be0332_02c3df71bf4b44118a3fbb2bf6af2a3f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_33e3210d-6c9b-4444-9316-641c2332b1a5,PRODUCT,Надежда есть. Мечта сбывается,true,"<p>В книге изложена информация о параллельных цивилизациях, с которыми мы живём бок о бок на Земле и не подозреваем об ихсуществовании. Да это и понятно, нам обрубили корни: мы не знаем свой Род, мы не помним свои прошлые жизни. И поэтому с нами не могут связаться наши предки и сообщить нам важную для нас информацию. Это всё равно что иметь телефон без номера. Ну и кто с нами свяжется тогда и поделится информацией!? Знание о Роде и прошлых жизнях – это номер телефона – это центр приёма информации. Мы до сих пор расхлёбываем последствия апокалипсиса. Здесь приведён комплекс мероприятий, позволяющих упредить наступающую катастрофу. Но это станет возможным только в том случае, если каждый человек нашей планеты активно примет участие в осуществлении мероприятий, описанных в этой работе. Тех нескольких сотен подключившихся людей явно недостаточно для выхода из катастрофического кризиса, который грядёт в ближайшее время. Нужно задействовать всё Человечество, тогда мы спасёмся.</p>",,,,,Новинка,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_33e3210d-6c9b-4444-9316-641c2332b1a5,MEDIA,,,,,,be0332_5857301570a240f49134af5c1ac1b497~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
